mets,InChIKeys,InChIs,SMILES
CE5148,InChIKey=PREOMQKNJXWCLZ-UHFFFAOYSA-J,"InChI=1S/C41H72N7O18P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-29(49)24-32(51)70-23-22-43-31(50)20-21-44-39(54)36(53)41(2,3)26-63-69(60,61)66-68(58,59)62-25-30-35(65-67(55,56)57)34(52)40(64-30)48-28-47-33-37(42)45-27-46-38(33)48/h11-12,27-30,34-36,40,49,52-53H,4-10,13-26H2,1-3H3,(H,43,50)(H,44,54)(H,58,59)(H,60,61)(H2,42,45,46)(H2,55,56,57)/p-4",CCCCCCCC/C=C\CCCCCCCC(CC(=O)SCCN=C(CCN=C(C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C([C@@H](n2cnc3c(N)ncnc23)O1)O)OP(=O)([O-])[O-])O)[O-])[O-])O
CE5150,InChIKey=LAECEUXZOONXDY-UHFFFAOYSA-J,"InChI=1S/C41H70N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-32(50)69-25-24-43-31(49)22-23-44-39(53)36(52)41(2,3)27-62-68(59,60)65-67(57,58)61-26-30-35(64-66(54,55)56)34(51)40(63-30)48-29-47-33-37(42)45-28-46-38(33)48/h11-12,20-21,28-30,34-36,40,51-52H,4-10,13-19,22-27H2,1-3H3,(H,43,49)(H,44,53)(H,57,58)(H,59,60)(H2,42,45,46)(H2,54,55,56)/p-4",CCCCCCCC/C=C\CCCCCCC/C=C/C(=O)SCCN=C(CCN=C(C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C([C@@H](n2cnc3c(N)ncnc23)O1)O)OP(=O)([O-])[O-])O)[O-])[O-]
CE5151,InChIKey=ZDRKXADSROCWCG-JPKCQDBUSA-J,"InChI=1S/C41H72N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-32(50)69-25-24-43-31(49)22-23-44-39(53)36(52)41(2,3)27-62-68(59,60)65-67(57,58)61-26-30-35(64-66(54,55)56)34(51)40(63-30)48-29-47-33-37(42)45-28-46-38(33)48/h11-12,28-30,34-36,40,51-52H,4-10,13-27H2,1-3H3,(H,43,49)(H,44,53)(H,57,58)(H,59,60)(H2,42,45,46)(H2,54,55,56)/p-4/b12-11-/t30?,34?,35?,36?,40-/m0/s1",CCCCCCCC/C=C\CCCCCCCCCC(=O)SCCN=C(CCN=C(C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C([C@@H](n2cnc3c(N)ncnc23)O1)O)OP(=O)([O-])[O-])O)[O-])[O-]
CE5152,InChIKey=TWKFVJBYYSLPHE-UHFFFAOYSA-J,"InChI=1S/C43H74N7O18P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-31(51)26-34(53)72-25-24-45-33(52)22-23-46-41(56)38(55)43(2,3)28-65-71(62,63)68-70(60,61)64-27-32-37(67-69(57,58)59)36(54)42(66-32)50-30-49-35-39(44)47-29-48-40(35)50/h11-12,29-30,32,36-38,42,54-55H,4-10,13-28H2,1-3H3,(H,45,52)(H,46,56)(H,60,61)(H,62,63)(H2,44,47,48)(H2,57,58,59)/p-4",CCCCCCCC/C=C\CCCCCCCCCC(=O)CC(=O)SCCN=C(CCN=C(C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C([C@@H](n2cnc3c(N)ncnc23)O1)O)OP(=O)([O-])[O-])O)[O-])[O-]
CE5153,InChIKey=FIPHCVZAQUEADL-UHFFFAOYSA-J,"InChI=1S/C43H76N7O18P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-31(51)26-34(53)72-25-24-45-33(52)22-23-46-41(56)38(55)43(2,3)28-65-71(62,63)68-70(60,61)64-27-32-37(67-69(57,58)59)36(54)42(66-32)50-30-49-35-39(44)47-29-48-40(35)50/h11-12,29-32,36-38,42,51,54-55H,4-10,13-28H2,1-3H3,(H,45,52)(H,46,56)(H,60,61)(H,62,63)(H2,44,47,48)(H2,57,58,59)/p-4",CCCCCCCC/C=C/CCCCCCCCCC(CC(=O)SCCN=C(CCN=C(C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C([C@@H](n2cnc3c(N)ncnc23)O1)O)OP(=O)([O-])[O-])O)[O-])[O-])O
CE5154,InChIKey=UYOUIGJQABBRNN-UHFFFAOYSA-J,"InChI=1S/C43H74N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-34(52)71-27-26-45-33(51)24-25-46-41(55)38(54)43(2,3)29-64-70(61,62)67-69(59,60)63-28-32-37(66-68(56,57)58)36(53)42(65-32)50-31-49-35-39(44)47-30-48-40(35)50/h11-12,22-23,30-32,36-38,42,53-54H,4-10,13-21,24-29H2,1-3H3,(H,45,51)(H,46,55)(H,59,60)(H,61,62)(H2,44,47,48)(H2,56,57,58)/p-4",CCCCCCCC/C=C\CCCCCCCCC/C=C/C(=O)SCCN=C(CCN=C(C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C([C@@H](n2cnc3c(N)ncnc23)O1)O)OP(=O)([O-])[O-])O)[O-])[O-]
CE5155,InChIKey=OWGHRDKRIGXBJM-MVWMFJOUSA-J,"InChI=1S/C43H76N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-34(52)71-27-26-45-33(51)24-25-46-41(55)38(54)43(2,3)29-64-70(61,62)67-69(59,60)63-28-32-37(66-68(56,57)58)36(53)42(65-32)50-31-49-35-39(44)47-30-48-40(35)50/h11-12,30-32,36-38,42,53-54H,4-10,13-29H2,1-3H3,(H,45,51)(H,46,55)(H,59,60)(H,61,62)(H2,44,47,48)(H2,56,57,58)/p-4/b12-11-/t32?,36?,37?,38?,42-/m0/s1",CCCCCCCC/C=C\CCCCCCCCCCCC(=O)SCCN=C(CCN=C(C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C([C@@H](n2cnc3c(N)ncnc23)O1)O)OP(=O)([O-])[O-])O)[O-])[O-]
CE5276,InChIKey=PQPXZWUZIOASKS-UHFFFAOYSA-O,"InChI=1S/C8H9NO2/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,5H,3-4,9H2/p+1",C1=CC(=O)C(=O)C=C1CC[NH3+]
CE5665,InChIKey=VGSVNUGKHOVSPK-UHFFFAOYSA-N,"InChI=1S/C8H9NO2/c10-7-3-5-1-2-9-6(5)4-8(7)11/h3-4,9-11H,1-2H2",Oc1cc2CCNc2cc1O
HC00342,InChIKey=GTZCVFVGUGFEME-IWQZZHSRSA-K,"InChI=1S/C6H6O6/c7-4(8)1-3(6(11)12)2-5(9)10/h1H,2H2,(H,7,8)(H,9,10)(H,11,12)/p-3/b3-1-",C(=C(\CC(=O)[O-])/C(=O)[O-])/C(=O)[O-]
HC00361,InChIKey=OKHXOUGRECCASI-SHUUEZRQSA-J,"InChI=1S/C7H16O13P2/c8-3(1-19-21(13,14)15)5(10)7(12)6(11)4(9)2-20-22(16,17)18/h3,5-8,10-12H,1-2H2,(H2,13,14,15)(H2,16,17,18)/p-4/t3-,5-,6-,7-/m1/s1",C([C@H]([C@H]([C@H]([C@@H](C(=O)COP(=O)([O-])[O-])O)O)O)O)OP(=O)([O-])[O-]
HC00591,InChIKey=COJBGNAUUSNXHX-UHFFFAOYSA-M,"InChI=1S/C5H7NO4/c6-4(8)2-1-3(7)5(9)10/h1-2H2,(H2,6,8)(H,9,10)/p-1",C(CC(=N)[O-])C(=O)C(=O)O
HC00682,InChIKey=ARGXEXVCHMNAQU-UHFFFAOYSA-N,"InChI=1S/C10H19NO2S2/c1-8(12)15-9(6-7-14)4-2-3-5-10(11)13/h9,14H,2-7H2,1H3,(H2,11,13)",C(CC(SC(=O)C)CCS)CCC(=O)N
HC00718,InChIKey=HZDCAHRLLXEQFY-UHFFFAOYSA-M,"InChI=1S/C3H10NO4P/c1-4-2-3-8-9(5,6)7/h4H,2-3H2,1H3,(H2,5,6,7)/p-1",CNCCOP(=O)([O-])O
HC00900,InChIKey=ZIYVHBGGAOATLY-UHFFFAOYSA-L,"InChI=1S/C4H6O4/c1-2(3(5)6)4(7)8/h2H,1H3,(H,5,6)(H,7,8)/p-2",CC(C(=O)[O-])C(=O)[O-]
HC01434,InChIKey=UFSCUAXLTRFIDC-REOHCLBHSA-K,"InChI=1S/C6H6O7/c7-3(8)1-2(5(10)11)4(9)6(12)13/h2H,1H2,(H,7,8)(H,10,11)(H,12,13)/p-3/t2-/m0/s1",C([C@@H](C(=O)C(=O)[O-])C(=O)[O-])C(=O)[O-]
HC01444,InChIKey=NHJUPBDCSOGIKX-NTXXKDEISA-N,"InChI=1S/C9H18O8/c10-1-4(12)3-16-9-8(15)7(14)6(13)5(2-11)17-9/h4-15H,1-3H2/t4-,5-,6+,7+,8-,9-/m1/s1",O1[C@H]([C@H](O)[C@H]([C@H]([C@H]1CO)O)O)OC[C@H](O)CO
HC01712,InChIKey=PWTIHZUSTBSVGF-UHFFFAOYSA-M,"InChI=1S/C13H23NO4S2/c14-11(15)5-2-1-4-10(19)8-9-20-13(18)7-3-6-12(16)17/h10,19H,1-9H2,(H2,14,15)(H,16,17)/p-1",C(CCC(=N)[O-])CC(CCSC(=O)CCCC(=O)O)S
HC01842,InChIKey=BLHVJAAEHMLMOI-UHFFFAOYSA-L,"InChI=1S/C4H12NO4P/c1-5(2)3-4-9-10(6,7)8/h3-4H2,1-2H3,(H2,6,7,8)/p-2",CN(C)CCOP(=O)([O-])[O-]
HC02203,InChIKey=MYHXHCUNDDAEOZ-JLGPIWRLSA-M,"InChI=1S/C20H30O4/c1-2-3-6-9-17(21)14-12-16-13-15-19(22)18(16)10-7-4-5-8-11-20(23)24/h4,7,12-18,21H,2-3,5-6,8-11H2,1H3,(H,23,24)/p-1/b7-4+,14-12+/t16-,17-,18+/m0/s1",CCCCC[C@@H](/C=C/[C@H]1C=CC(=O)[C@@H]1C/C=C/CCCC(=O)[O-])O
HC10859,InChIKey=ZGNBLKBZJBJFDG-ZETCQYMHSA-N,"InChI=1S/C10H17NO6/c1-11(2,3)6-7(4-8(12)13)17-10(16)5-9(14)15/h7H,4-6H2,1-3H3,(H-,12,13,14,15)/t7-/m0/s1",C([C@H](CC(=O)[O-])OC(=O)CC(=O)O)[N+](C)(C)C
L2aadp,InChIKey=OYIFNHCXNCRBQI-BYPYZUCNSA-M,"InChI=1S/C6H11NO4/c7-4(6(10)11)2-1-3-5(8)9/h4H,1-3,7H2,(H,8,9)(H,10,11)/p-1/t4-/m0/s1",C(C[C@@H](C(=O)O)N)CC(=O)[O-]
L2aadp6sa,InChIKey=GFXYTQPNNXGICT-YFKPBYRVSA-N,"InChI=1S/C6H11NO3/c7-5(6(9)10)3-1-2-4-8/h4-5H,1-3,7H2,(H,9,10)/t5-/m0/s1",C(CC=O)C[C@@H](C(=O)O)N
L_dpchrm,InChIKey=VJNCICVKUHKIIV-LURJTMIESA-M,"InChI=1S/C9H7NO4/c11-7-2-4-1-6(9(13)14)10-5(4)3-8(7)12/h2-3,6,10H,1H2,(H,13,14)/p-1/t6-/m0/s1",C1C2=CC(=O)C(=O)C=C2N[C@@H]1C(=O)[O-]
Lcyst,InChIKey=XVOYSCVBGLVSOL-REOHCLBHSA-M,"InChI=1S/C3H7NO5S/c4-2(3(5)6)1-10(7,8)9/h2H,1,4H2,(H,5,6)(H,7,8,9)/p-1/t2-/m0/s1",C([C@@H](C(=O)[O-])N)S(=O)(=O)O
Lcystin,InChIKey=LEVWYRKDKASIDU-IMJSIDKUSA-N,"InChI=1S/C6H12N2O4S2/c7-3(5(9)10)1-13-14-2-4(8)6(11)12/h3-4H,1-2,7-8H2,(H,9,10)(H,11,12)/t3-,4-/m0/s1",C(=O)([C@@H](N)CSSC[C@@H](C(=O)O)N)O
Lfmkynr,InChIKey=BYHJHXPTQMMKCA-QMMMGPOBSA-N,"InChI=1S/C11H12N2O4/c12-8(11(16)17)5-10(15)7-3-1-2-4-9(7)13-6-14/h1-4,6,8H,5,12H2,(H,13,14)(H,16,17)/t8-/m0/s1",c1ccc(c(c1)C(=O)C[C@@H](C(=O)O)N)NC=O
Lkynr,InChIKey=YGPSJZOEDVAXAB-QMMMGPOBSA-N,"InChI=1S/C10H12N2O3/c11-7-4-2-1-3-6(7)9(13)5-8(12)10(14)15/h1-4,8H,5,11-12H2,(H,14,15)/t8-/m0/s1",c1(ccccc1N)C(=O)C[C@@H](C(=O)O)N
Lpipecol,InChIKey=HXEACLLIILLPRG-YFKPBYRVSA-N,"InChI=1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)/t5-/m0/s1",N1CCCC[C@H]1C(=O)O
M01389,InChIKey=NBSCHQHZLSJFNQ-VFUOTHLCSA-L,"InChI=1S/C6H13O9P/c7-3-2(1-14-16(11,12)13)15-6(10)5(9)4(3)8/h2-10H,1H2,(H2,11,12,13)/p-2/t2-,3-,4+,5-,6-/m1/s1",C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O)O1)O)O)O)OP(=O)([O-])[O-]
M01729,InChIKey=FUJLYHJROOYKRA-QGZVFWFLSA-N,"InChI=1S/C19H37NO4/c1-5-6-7-8-9-10-11-12-13-14-19(23)24-17(15-18(21)22)16-20(2,3)4/h17H,5-16H2,1-4H3/t17-/m1/s1",O=C(CCCCCCCCCCC)O[C@@H](C[N+](C)(C)C)CC(=O)[O-]
M02108,InChIKey=MNWFXJYAOYHMED-UHFFFAOYSA-M,"InChI=1S/C7H14O2/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H,8,9)/p-1",CCCCCCC(=O)[O-]
M02637,InChIKey=WJCRATGUUISKDG-QNEBEIHSSA-N,"InChI=1S/C25H43NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h6-7,9-10,12-13,23H,5,8,11,14-22H2,1-4H3/b7-6-,10-9-,13-12-",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
M02686,,"",O(CC(COC(=O)*)OC(=O)*)P(=O)(OCCNC)O
M02758,InChIKey=UEEJHVSXFDXPFK-UHFFFAOYSA-N,"InChI=1S/C4H11NO/c1-5(2)3-4-6/h6H,3-4H2,1-2H3",N(CCO)(C)C
M02973,InChIKey=PSHXNVGSVNEJBD-LJQANCHMSA-N,"InChI=1S/C21H41NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-21(25)26-19(17-20(23)24)18-22(2,3)4/h19H,5-18H2,1-4H3/t19-/m1/s1",[C@H](OC(=O)CCCCCCCCCCCCC)(C[N+](C)(C)C)CC(=O)[O-]
M03117,InChIKey=ZDPHROOEEOARMN-UHFFFAOYSA-M,"InChI=1S/C11H22O2/c1-2-3-4-5-6-7-8-9-10-11(12)13/h2-10H2,1H3,(H,12,13)/p-1",CCCCCCCCCCC(=O)[O-]
M03134,InChIKey=NQPDZGIKBAWPEJ-UHFFFAOYSA-M,"InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)/p-1",CCCCC(=O)[O-]
M03168,InChIKey=NMEYBPUHJHMRHU-UXYNFSPESA-J,"InChI=1S/C24H38N7O18P3S/c1-24(2,19(36)22(37)27-5-3-14(33)26-6-8-53-15(34)4-7-32)10-46-52(43,44)49-51(41,42)45-9-13-18(48-50(38,39)40)17(35)23(47-13)31-12-30-16-20(25)28-11-29-21(16)31/h7,11-13,17-19,23,35-36H,3-6,8-10H2,1-2H3,(H,26,33)(H,27,37)(H,41,42)(H,43,44)(H2,25,28,29)(H2,38,39,40)/p-4/t13-,17-,18-,19?,23-/m1/s1",CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@H](n2cnc3c(N)ncnc23)O1)O)OP(=O)([O-])[O-])C(C(=NCCC(=NCCSC(=O)CC=O)[O-])[O-])O
Nacasp,InChIKey=OTCCIMWXFLJLIA-BYPYZUCNSA-L,"InChI=1S/C6H9NO5/c1-3(8)7-4(6(11)12)2-5(9)10/h4H,2H2,1H3,(H,7,8)(H,9,10)(H,11,12)/p-2/t4-/m0/s1",CC(=N[C@@H](CC(=O)[O-])C(=O)O)[O-]
Rtotal,,"",[O-]C(=O)*
Rtotal2,,"",[O-]C(=O)*
Rtotalcoa,,"",O[C@@H](C(=O)NCCC(=O)NCCSC(=O)*)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
aacoa,InChIKey=OJFDKHTZOUZBOS-CITAKDKDSA-J,"InChI=1S/C25H40N7O18P3S/c1-13(33)8-16(35)54-7-6-27-15(34)4-5-28-23(38)20(37)25(2,3)10-47-53(44,45)50-52(42,43)46-9-14-19(49-51(39,40)41)18(36)24(48-14)32-12-31-17-21(26)29-11-30-22(17)32/h11-12,14,18-20,24,36-37H,4-10H2,1-3H3,(H,27,34)(H,28,38)(H,42,43)(H,44,45)(H2,26,29,30)(H2,39,40,41)/p-4/t14-,18-,19-,20+,24-/m1/s1",CC(=O)CC(=O)SCCN=C(CCN=C([C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@H](n2cnc3c(N)ncnc23)O1)O)OP(=O)([O-])[O-])O)[O-])[O-]
ac,InChIKey=QTBSBXVTEAMEQO-UHFFFAOYSA-M,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/p-1",CC(=O)[O-]
acac,InChIKey=WDJHALXBUFZDSR-UHFFFAOYSA-M,"InChI=1S/C4H6O3/c1-3(5)2-4(6)7/h2H2,1H3,(H,6,7)/p-1",CC(=O)CC(=O)[O-]
acald,InChIKey=IKHGUXGNUITLKF-UHFFFAOYSA-N,"InChI=1S/C2H4O/c1-2-3/h2H,1H3",O=CC
accoa,InChIKey=ZSLZBFCDCINBPY-ZSJPKINUSA-J,"InChI=1S/C23H38N7O17P3S/c1-12(31)51-7-6-25-14(32)4-5-26-21(35)18(34)23(2,3)9-44-50(41,42)47-49(39,40)43-8-13-17(46-48(36,37)38)16(33)22(45-13)30-11-29-15-19(24)27-10-28-20(15)30/h10-11,13,16-18,22,33-34H,4-9H2,1-3H3,(H,25,32)(H,26,35)(H,39,40)(H,41,42)(H2,24,27,28)(H2,36,37,38)/p-4/t13-,16-,17-,18+,22-/m1/s1",CC(=O)SCCN=C(CCN=C([C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@H](n2cnc3c(N)ncnc23)O1)O)OP(=O)([O-])[O-])O)[O-])[O-]
acglu,InChIKey=RFMMMVDNIPUKGG-YFKPBYRVSA-L,"InChI=1S/C7H11NO5/c1-4(9)8-5(7(12)13)2-3-6(10)11/h5H,2-3H2,1H3,(H,8,9)(H,10,11)(H,12,13)/p-2/t5-/m0/s1",C(C[C@H](NC(=O)C)C(=O)[O-])C(=O)[O-]
acgly,InChIKey=OKJIRPAQVSHGFK-UHFFFAOYSA-M,"InChI=1S/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)/p-1",CC(=NCC(=O)O)[O-]
acile_L,InChIKey=JDTWZSUNGHMMJM-DSEUIKHZSA-M,"InChI=1S/C8H15NO3/c1-4-5(2)7(8(11)12)9-6(3)10/h5,7H,4H2,1-3H3,(H,9,10)(H,11,12)/p-1/t5-,7?/m0/s1",CC[C@H](C)C(C(=O)O)N=C(C)[O-]
acleu_L,InChIKey=WXNXCEHXYPACJF-UHFFFAOYSA-M,"InChI=1S/C8H15NO3/c1-5(2)4-7(8(11)12)9-6(3)10/h5,7H,4H2,1-3H3,(H,9,10)(H,11,12)/p-1",CC(C)CC(C(=O)O)N=C(C)[O-]
aclys,InChIKey=VEYYWZRYIYDQJM-ZETCQYMHSA-N,"InChI=1S/C8H16N2O3/c1-6(11)10-7(8(12)13)4-2-3-5-9/h7H,2-5,9H2,1H3,(H,10,11)(H,12,13)/t7-/m0/s1",CC(=N[C@@H](CCCCN)C(=O)O)O
acrn,InChIKey=RDHQFKQIGNGIED-MRVPVSSYSA-O,"InChI=1S/C9H17NO4/c1-7(11)14-8(5-9(12)13)6-10(2,3)4/h8H,5-6H2,1-4H3/p+1/t8-/m1/s1",CC(=O)O[C@@H](C[N+](C)(C)C)CC(=O)O
acthr_L,InChIKey=PEDXUVCGOLSNLQ-UHFFFAOYSA-M,"InChI=1S/C6H11NO4/c1-3(8)5(6(10)11)7-4(2)9/h3,5,8H,1-2H3,(H,7,9)(H,10,11)/p-1",CC(C(C(=O)O)N=C(C)[O-])O
actyr,InChIKey=CAHKINHBCWCHCF-JTQLQIEISA-M,"InChI=1S/C11H13NO4/c1-7(13)12-10(11(15)16)6-8-2-4-9(14)5-3-8/h2-5,10,14H,6H2,1H3,(H,12,13)(H,15,16)/p-1/t10-/m0/s1",CC(=N[C@@H](Cc1ccc(cc1)O)C(=O)O)[O-]
ade,InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N,"InChI=1S/C5H5N5/c6-4-3-5(9-1-7-3)10-2-8-4/h1-2H,(H3,6,7,8,9,10)",c12c(ncnc1N)[nH]cn2
adn,InChIKey=OIRDTQYFTABQOQ-KQYNXXCUSA-N,"InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)/t4-,6-,7-,10-/m1/s1",Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
adp,InChIKey=XTWYTFMLZFPYCI-KQYNXXCUSA-K,"InChI=1S/C10H15N5O10P2/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(24-10)1-23-27(21,22)25-26(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H2,11,12,13)(H2,18,19,20)/p-3/t4-,6-,7-,10-/m1/s1",C([C@@H]1[C@H]([C@H]([C@H](n2cnc3c(N)ncnc23)O1)O)O)OP(=O)([O-])OP(=O)([O-])[O-]
adrncrn,InChIKey=KRXOUZZWQXTUIB-IDERWEGCSA-N,"InChI=1S/C29H47NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-29(33)34-27(25-28(31)32)26-30(2,3)4/h9-10,12-13,15-16,18-19,21-22,27H,5-8,11,14,17,20,23-26H2,1-4H3/b10-9+,13-12+,16-15+,19-18+,22-21+",O(C(C[N+](C)(C)C)CC(=O)[O-])C(=O)CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CCCCC
adrnl,InChIKey=UCTWMZQNUQWSLP-VIFPVBQESA-O,"InChI=1S/C9H13NO3/c1-10-5-9(13)6-2-3-7(11)8(12)4-6/h2-4,9-13H,5H2,1H3/p+1/t9-/m0/s1",C[NH2+]C[C@@H](c1ccc(c(c1)O)O)O
ahcys,InChIKey=ZJUKTBDSGOFHSH-WFMPWKQPSA-N,"InChI=1S/C14H20N6O5S/c15-6(14(23)24)1-2-26-3-7-9(21)10(22)13(25-7)20-5-19-8-11(16)17-4-18-12(8)20/h4-7,9-10,13,21-22H,1-3,15H2,(H,23,24)(H2,16,17,18)/t6-,7+,9+,10+,13+/m0/s1",[C@@H]1([C@H]([C@@H](O[C@@H]1CSCC[C@@H](C(=O)O)N)n1c2c(nc1)c(ncn2)N)O)O
akg,InChIKey=KPGXRSRHYNQIFN-UHFFFAOYSA-L,"InChI=1S/C5H6O5/c6-3(5(9)10)1-2-4(7)8/h1-2H2,(H,7,8)(H,9,10)/p-2",C(CC(=O)[O-])C(=O)C(=O)[O-]
ala_B,InChIKey=UCMIRNVEIXFBKS-UHFFFAOYSA-N,"InChI=1S/C3H7NO2/c4-2-1-3(5)6/h1-2,4H2,(H,5,6)",NCCC(=O)O
ala_L,InChIKey=QNAYBMKLOCPYGJ-REOHCLBHSA-N,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1",C(=O)([C@@H](N)C)O
alaglylys,InChIKey=BLIMFWGRQKRCGT-YUMQZZPRSA-O,"InChI=1S/C11H22N4O4/c1-7(13)10(17)14-6-9(16)15-8(11(18)19)4-2-3-5-12/h7-8H,2-6,12-13H2,1H3,(H,14,17)(H,15,16)(H,18,19)/p+1/t7-,8-/m0/s1",C[C@@H](C(=NCC(=N[C@@H](CCCC[NH3+])C(=O)O)O)O)N
alalysthr,InChIKey=OINVDEKBKBCPLX-DOLQZWNJSA-O,"InChI=1S/C13H26N4O5/c1-7(15)11(19)16-9(5-3-4-6-14)12(20)17-10(8(2)18)13(21)22/h7-10,18H,3-6,14-15H2,1-2H3,(H,16,19)(H,17,20)(H,21,22)/p+1/t7-,8-,9+,10-/m1/s1",C[C@H](C(=N[C@@H](CCCC[NH3+])C(=N[C@H]([C@@H](C)O)C(=O)O)O)O)N
amet,InChIKey=MEFKEPWMEQBLKI-AIRLBKTGSA-O,"InChI=1S/C15H22N6O5S/c1-27(3-2-7(16)15(24)25)4-8-10(22)11(23)14(26-8)21-6-20-9-12(17)18-5-19-13(9)21/h5-8,10-11,14,22-23H,2-4,16H2,1H3,(H2-,17,18,19,24,25)/p+1/t7-,8+,10+,11+,14+,27?/m0/s1",C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c1ncnc2N
ametam,InChIKey=ZUNBITIXDCPNSD-LSRJEVITSA-O,"InChI=1S/C14H23N6O3S/c1-24(4-2-3-15)5-8-10(21)11(22)14(23-8)20-7-19-9-12(16)17-6-18-13(9)20/h6-8,10-11,14,21-22H,2-5,15H2,1H3,(H2,16,17,18)/q+1/p+1/t8-,10-,11-,14-,24?/m1/s1",C[S+](CCC[NH3+])C[C@@H]1[C@H]([C@H]([C@H](n2cnc3c(N)ncnc23)O1)O)O
amp,InChIKey=UDMBCSSLTHHNCD-KQYNXXCUSA-L,"InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/p-2/t4-,6-,7-,10-/m1/s1",C([C@@H]1[C@H]([C@H]([C@H](n2cnc3c(N)ncnc23)O1)O)O)OP(=O)([O-])[O-]
arachcrn,InChIKey=SVJLJQBGUITFLI-UHFFFAOYSA-N,"InChI=1S/C27H53NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-27(31)32-25(23-26(29)30)24-28(2,3)4/h25H,5-24H2,1-4H3",C(CCCCCCCCCCC)CCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
arg_L,InChIKey=ODKSFYDXXFIFQN-BYPYZUCNSA-O,"InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)/p+1/t4-/m0/s1",C(C[C@@H](C(=O)O)[NH3+])CNC(=N)N
ascb_L,InChIKey=CIWBSHSKHKDKBQ-JLAZNSOCSA-M,"InChI=1S/C6H8O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2,5,7-10H,1H2/p-1/t2-,5+/m0/s1",C([C@@H]([C@@H]1C(=C(C(=O)O1)O)[O-])O)O
asn_L,InChIKey=DCXYFEDJOCDNAF-REOHCLBHSA-N,"InChI=1S/C4H8N2O3/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H2,6,7)(H,8,9)/t2-/m0/s1",OC(=O)[C@H](CC(=O)N)N
