mets,InChIKeys,InChIs,SMILES
f6p,InChIKey=GSXOAOHZAIYLCY-HSUXUTPPSA-L,"InChI=1S/C6H13O9P/c7-1-3(8)5(10)6(11)4(9)2-15-16(12,13)14/h4-7,9-11H,1-2H2,(H2,12,13,14)/p-2/t4-,5-,6-/m1/s1",C(C(=O)[C@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O)O
fad,InChIKey=VWWQXMAJTJZDQX-UYBVJOGSSA-L,"InChI=1S/C27H33N9O15P2/c1-10-3-12-13(4-11(10)2)35(24-18(32-12)25(42)34-27(43)33-24)5-14(37)19(39)15(38)6-48-52(44,45)51-53(46,47)49-7-16-20(40)21(41)26(50-16)36-9-31-17-22(28)29-8-30-23(17)36/h3-4,8-9,14-16,19-21,26,37-41H,5-7H2,1-2H3,(H,44,45)(H,46,47)(H2,28,29,30)(H,34,42,43)/p-2/t14-,15+,16+,19-,20+,21+,26+/m0/s1",Cc1cc2c(cc1C)n(C[C@@H]([C@@H]([C@@H](COP(=O)([O-])OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@H](n3cnc4c(N)ncnc34)O1)O)O)O)O)O)c1-c(c(nc(=O)n1)[O-])n2
fadh2,InChIKey=YPZRHBJKEMOYQH-UYBVJOGSSA-L,"InChI=1S/C27H35N9O15P2/c1-10-3-12-13(4-11(10)2)35(24-18(32-12)25(42)34-27(43)33-24)5-14(37)19(39)15(38)6-48-52(44,45)51-53(46,47)49-7-16-20(40)21(41)26(50-16)36-9-31-17-22(28)29-8-30-23(17)36/h3-4,8-9,14-16,19-21,26,32,37-41H,5-7H2,1-2H3,(H,44,45)(H,46,47)(H2,28,29,30)(H2,33,34,42,43)/p-2/t14-,15+,16+,19-,20+,21+,26+/m0/s1",Cc1cc2c(cc1C)N(C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@H](n3cnc4c(N)ncnc34)O1)O)O)O)O)O)c1c(c(nc(n1)[O-])[O-])N2
fdp,InChIKey=RNBGYGVWRKECFJ-VRPWFDPXSA-J,"InChI=1S/C6H14O12P2/c7-4-3(1-16-19(10,11)12)18-6(9,5(4)8)2-17-20(13,14)15/h3-5,7-9H,1-2H2,(H2,10,11,12)(H2,13,14,15)/p-4/t3-,4-,5+,6?/m1/s1",C([C@@H]1[C@H]([C@@H](C(COP(=O)([O-])[O-])(O)O1)O)O)OP(=O)([O-])[O-]
ficytC,InChIKey=LJXGOQXYUKNTOR-VQGVYVAWSA-L,"InChI=1S/C42H54N8O6S2.Fe/c1-19-25(9-11-37(51)52)33-16-34-26(10-12-38(53)54)20(2)30(48-34)14-35-40(24(6)58-18-28(44)42(56)46-8)22(4)32(50-35)15-36-39(21(3)31(49-36)13-29(19)47-33)23(5)57-17-27(43)41(55)45-7;/h13-16,23-24,27-28H,9-12,17-18,43-44H2,1-8H3,(H6,45,46,47,48,49,50,51,52,53,54,55,56);/q;+3/p-2/b29-13-,30-14-,31-13-,32-15-,33-16-,34-16-,35-14-,36-15-;",Cc1c(CCC(=O)[O-])/c/2=C/C3=N/C(=C\C4=N/C(=C\c5c(c(C)c(/C=c/1\[nH]2)[nH]5)C(C)SCC(C(=O)[N-]C)N)/C(=C4C(C)SCC(C(=NC)O)N)C)/C(=C3CCC(=O)O)C.[Fe+3]
focytC,InChIKey=WFVBWSTZNVJEAY-VQGVYVAWSA-L,"InChI=1S/C42H54N8O6S2.Fe/c1-19-25(9-11-37(51)52)33-16-34-26(10-12-38(53)54)20(2)30(48-34)14-35-40(24(6)58-18-28(44)42(56)46-8)22(4)32(50-35)15-36-39(21(3)31(49-36)13-29(19)47-33)23(5)57-17-27(43)41(55)45-7;/h13-16,23-24,27-28H,9-12,17-18,43-44H2,1-8H3,(H6,45,46,47,48,49,50,51,52,53,54,55,56);/q;+2/p-2/b29-13-,30-14-,31-13-,32-15-,33-16-,34-16-,35-14-,36-15-;",Cc1c(CCC(=O)[O-])/c/2=C/C3=N/C(=C\C4=N/C(=C\c5c(c(C)c(/C=c/1\[nH]2)[nH]5)C(C)SCC(C(=O)[N-]C)N)/C(=C4C(C)SCC(C(=NC)O)N)C)/C(=C3CCC(=O)O)C.[Fe+2]
fol,InChIKey=OVBPIULPVIDEAO-LBPRGKRZSA-M,"InChI=1S/C19H19N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,8,12,21H,5-7H2,(H,24,29)(H,27,28)(H,31,32)(H3,20,22,25,26,30)/p-1/t12-/m0/s1",c1cc(ccc1C(=O)N[C@@H](CCC(=O)[O-])C(=O)O)NCc1cnc2c(c(nc(=N)[nH]2)O)n1
for,InChIKey=BDAGIHXWWSANSR-UHFFFAOYSA-M,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)/p-1",C(=O)[O-]
fru,InChIKey=RFSUNEUAIZKAJO-ARQDHWQXSA-N,"InChI=1S/C6H12O6/c7-1-3-4(9)5(10)6(11,2-8)12-3/h3-5,7-11H,1-2H2/t3-,4-,5+,6-/m1/s1",[C@@H]1([C@@H]([C@H](O[C@@]1(CO)O)CO)O)O
fum,InChIKey=VZCYOOQTPOCHFL-OWOJBTEDSA-L,"InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/p-2/b2-1+",C(=C\C(=O)[O-])/C(=O)[O-]
g1p,InChIKey=HXXFSFRBOHSIMQ-GASJEMHNSA-L,"InChI=1S/C6H13O9P/c7-1-2-3(8)4(9)5(10)6(14-2)15-16(11,12)13/h2-10H,1H2,(H2,11,12,13)/p-2/t2-,3-,4+,5-,6?/m1/s1",C([C@@H]1[C@H]([C@@H]([C@H](C(O1)OP(=O)([O-])[O-])O)O)O)O
g3p,InChIKey=LXJXRIRHZLFYRP-VKHMYHEASA-L,"InChI=1S/C3H7O6P/c4-1-3(5)2-9-10(6,7)8/h1,3,5H,2H2,(H2,6,7,8)/p-2/t3-/m0/s1",C(=O)[C@@H](COP(=O)([O-])[O-])O
g3pc,InChIKey=SUHOQUVVVLNYQR-MRVPVSSYSA-N,"InChI=1S/C8H20NO6P/c1-9(2,3)4-5-14-16(12,13)15-7-8(11)6-10/h8,10-11H,4-7H2,1-3H3/t8-/m1/s1",O(C[C@@H](CO)O)P(=O)(OCC[N+](C)(C)C)[O-]
g6p,InChIKey=NBSCHQHZLSJFNQ-GASJEMHNSA-L,"InChI=1S/C6H13O9P/c7-3-2(1-14-16(11,12)13)15-6(10)5(9)4(3)8/h2-10H,1H2,(H2,11,12,13)/p-2/t2-,3-,4+,5-,6?/m1/s1",C([C@@H]1[C@H]([C@@H]([C@H](C(O)O1)O)O)O)OP(=O)([O-])[O-]
gal,InChIKey=WQZGKKKJIJFFOK-PHYPRBDBSA-N,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4+,5-,6+/m1/s1",[C@H]1(O)[C@@H](O)[C@H](O[C@H](O)[C@@H]1O)CO
gal1p,InChIKey=HXXFSFRBOHSIMQ-FPRJBGLDSA-L,"InChI=1S/C6H13O9P/c7-1-2-3(8)4(9)5(10)6(14-2)15-16(11,12)13/h2-10H,1H2,(H2,11,12,13)/p-2/t2-,3+,4+,5-,6-/m1/s1",C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OP(=O)([O-])[O-])O)O)O)O
gdp,InChIKey=QGWNDRXFNXRZMB-UUOKFMHZSA-K,"InChI=1S/C10H15N5O11P2/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(25-9)1-24-28(22,23)26-27(19,20)21/h2-3,5-6,9,16-17H,1H2,(H,22,23)(H2,19,20,21)(H3,11,13,14,18)/p-3/t3-,5-,6-,9-/m1/s1",C([C@@H]1[C@H]([C@H]([C@H](n2cnc3c2[nH]c(=N)nc3[O-])O1)O)O)OP(=O)(O)OP(=O)([O-])[O-]
glc_D,InChIKey=WQZGKKKJIJFFOK-GASJEMHNSA-N,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6?/m1/s1",[C@H]1(O)[C@H](O)[C@H](OC(O)[C@@H]1O)CO
glcn,InChIKey=RGHNJXZEOKUKBD-SQOUGZDYSA-M,"InChI=1S/C6H12O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-5,7-11H,1H2,(H,12,13)/p-1/t2-,3-,4+,5-/m1/s1",C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O
gln_L,InChIKey=ZDXPYRJPNDTMRX-VKHMYHEASA-N,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1",NC(=O)CC[C@@H](C(=O)O)N
glu5sa,InChIKey=KABXUUFDPUOJMW-BYPYZUCNSA-N,"InChI=1S/C5H9NO3/c6-4(5(8)9)2-1-3-7/h3-4H,1-2,6H2,(H,8,9)/t4-/m0/s1",[C@@H](C(=O)O)(CCC=O)N
glu_L,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/p-1/t3-/m0/s1",C(CC(=O)[O-])[C@@H](C(=O)O)N
glucys,InChIKey=RITKHVBHSGLULN-WHFBIAKZSA-M,"InChI=1S/C8H14N2O5S/c9-4(7(12)13)1-2-6(11)10-5(3-16)8(14)15/h4-5,16H,1-3,9H2,(H,10,11)(H,12,13)(H,14,15)/p-1/t4-,5-/m0/s1",C(CC(=N[C@@H](CS)C(=O)O)[O-])[C@@H](C(=O)O)N
gluside_hs,InChIKey=HHJTWTPUPVQKNA-KEVGHMQTSA-N,"InChI=1S/C24H47NO7/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19(27)18(25)17-31-24-23(30)22(29)21(28)20(16-26)32-24/h14-15,18-24,26-30H,2-13,16-17,25H2,1H3/b15-14+/t18?,19?,20-,21-,22+,23-,24?/m1/s1",O(CC(N)C(O)/C=C/CCCCCCCCCCCCC)C1[C@H](O)[C@@H](O)[C@H](O)[C@H](O1)CO
glutacoa,InChIKey=URTLOTISFJPPOU-UHFFFAOYSA-I,"InChI=1S/C26H40N7O19P3S/c1-26(2,21(39)24(40)29-7-6-15(34)28-8-9-56-17(37)5-3-4-16(35)36)11-49-55(46,47)52-54(44,45)48-10-14-20(51-53(41,42)43)19(38)25(50-14)33-13-32-18-22(27)30-12-31-23(18)33/h3,5,12-14,19-21,25,38-39H,4,6-11H2,1-2H3,(H,28,34)(H,29,40)(H,35,36)(H,44,45)(H,46,47)(H2,27,30,31)(H2,41,42,43)/p-5",CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(n2cnc3c(N)ncnc23)O1)O)OP(=O)([O-])[O-])C(C(=NCCC(=NCCSC(=O)C=CCC(=O)[O-])[O-])[O-])O
glutcoa,InChIKey=SYKWLIJQEHRDNH-CKRMAKSASA-I,"InChI=1S/C26H42N7O19P3S/c1-26(2,21(39)24(40)29-7-6-15(34)28-8-9-56-17(37)5-3-4-16(35)36)11-49-55(46,47)52-54(44,45)48-10-14-20(51-53(41,42)43)19(38)25(50-14)33-13-32-18-22(27)30-12-31-23(18)33/h12-14,19-21,25,38-39H,3-11H2,1-2H3,(H,28,34)(H,29,40)(H,35,36)(H,44,45)(H,46,47)(H2,27,30,31)(H2,41,42,43)/p-5/t14-,19-,20-,21+,25-/m1/s1",CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@H](n2cnc3c(N)ncnc23)O1)O)OP(=O)([O-])[O-])[C@H](C(=NCCC(=NCCSC(=O)CCCC(=O)[O-])[O-])[O-])O
glutcon,InChIKey=XVOUMQNXTGKGMA-OWOJBTEDSA-L,"InChI=1S/C5H6O4/c6-4(7)2-1-3-5(8)9/h1-2H,3H2,(H,6,7)(H,8,9)/p-2/b2-1+",C(=C\C(=O)[O-])/CC(=O)[O-]
glutrpala,InChIKey=ZQNCUVODKOBSSO-XEGUGMAKSA-M,"InChI=1S/C19H24N4O6/c1-10(19(28)29)22-18(27)15(23-17(26)13(20)6-7-16(24)25)8-11-9-21-14-5-3-2-4-12(11)14/h2-5,9-10,13,15,21H,6-8,20H2,1H3,(H,22,27)(H,23,26)(H,24,25)(H,28,29)/p-1/t10-,13-,15-/m0/s1",C[C@@H](C(=O)O)N=C([C@H](Cc1c[nH]c2ccccc12)N=C([C@H](CCC(=O)[O-])N)O)O
glx,InChIKey=HHLFWLYXYJOTON-UHFFFAOYSA-M,"InChI=1S/C2H2O3/c3-1-2(4)5/h1H,(H,4,5)/p-1",C(=O)C(=O)[O-]
gly,InChIKey=DHMQDGOQFOQNFH-UHFFFAOYSA-N,"InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)",C(=O)(CN)O
glyald,InChIKey=MNQZXJOMYWMBOU-VKHMYHEASA-N,"InChI=1S/C3H6O3/c4-1-3(6)2-5/h1,3,5-6H,2H2/t3-/m0/s1",C(=O)[C@@H](CO)O
glyc,InChIKey=PEDCQBHIVMGVHV-UHFFFAOYSA-N,"InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2",C(O)C(CO)O
glyc3p,InChIKey=AWUCVROLDVIAJX-GSVOUGTGSA-L,"InChI=1S/C3H9O6P/c4-1-3(5)2-9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)/p-2/t3-/m1/s1",C([C@H](COP(=O)([O-])[O-])O)O
glyc_R,InChIKey=RBNPOMFGQQGHHO-UWTATZPHSA-M,"InChI=1S/C3H6O4/c4-1-2(5)3(6)7/h2,4-5H,1H2,(H,6,7)/p-1/t2-/m1/s1",C([C@H](C(=O)[O-])O)O
glyclt,InChIKey=AEMRFAOFKBGASW-UHFFFAOYSA-M,"InChI=1S/C2H4O3/c3-1-2(4)5/h3H,1H2,(H,4,5)/p-1",C(C(=O)[O-])O
glylyscys,InChIKey=VLIJYPMATZSOLL-JGVFFNPUSA-O,"InChI=1S/C11H22N4O4S/c12-4-2-1-3-7(14-9(16)5-13)10(17)15-8(6-20)11(18)19/h7-8,20H,1-6,12-13H2,(H,14,16)(H,15,17)(H,18,19)/p+1/t7-,8+/m0/s1",C(CC[NH3+])C[C@@H](C(=N[C@H](CS)C(=O)O)O)N=C(CN)O
gmp,InChIKey=RQFCJASXJCIDSX-UUOKFMHZSA-L,"InChI=1S/C10H14N5O8P/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(23-9)1-22-24(19,20)21/h2-3,5-6,9,16-17H,1H2,(H2,19,20,21)(H3,11,13,14,18)/p-2/t3-,5-,6-,9-/m1/s1",C([C@@H]1[C@H]([C@H]([C@H](n2cnc3c2[nH]c(=N)nc3[O-])O1)O)O)OP(=O)([O-])O
gsn,InChIKey=NYHBQMYGNKIUIF-UUOKFMHZSA-N,"InChI=1S/C10H13N5O5/c11-10-13-7-4(8(19)14-10)12-2-15(7)9-6(18)5(17)3(1-16)20-9/h2-3,5-6,9,16-18H,1H2,(H3,11,13,14,19)/t3-,5-,6-,9-/m1/s1",c1(=O)[nH]c(nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O)N
gthox,InChIKey=YPZRWBKMTBYPTK-BJDJZHNGSA-L,"InChI=1S/C20H32N6O12S2/c21-9(19(35)36)1-3-13(27)25-11(17(33)23-5-15(29)30)7-39-40-8-12(18(34)24-6-16(31)32)26-14(28)4-2-10(22)20(37)38/h9-12H,1-8,21-22H2,(H,23,33)(H,24,34)(H,25,27)(H,26,28)(H,29,30)(H,31,32)(H,35,36)(H,37,38)/p-2/t9-,10-,11-,12-/m0/s1",C(CC(=N[C@@H](CSSC[C@@H](C(=NCC(=O)O)O)N=C(CC[C@@H](C(=O)O)N)[O-])C(=NCC(=O)O)O)[O-])[C@@H](C(=O)O)N
gthrd,InChIKey=RWSXRVCMGQZWBV-WDSKDSINSA-M,"InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/p-1/t5-,6-/m0/s1",C(CC(=N[C@@H](CS)C(=NCC(=O)O)O)[O-])[C@@H](C(=O)O)N
gtp,InChIKey=XKMLYUALXHKNFT-UUOKFMHZSA-J,"InChI=1S/C10H16N5O14P3/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(27-9)1-26-31(22,23)29-32(24,25)28-30(19,20)21/h2-3,5-6,9,16-17H,1H2,(H,22,23)(H,24,25)(H2,19,20,21)(H3,11,13,14,18)/p-4/t3-,5-,6-,9-/m1/s1",C([C@@H]1[C@H]([C@H]([C@H](n2cnc3c2[nH]c(=N)nc3[O-])O1)O)O)OP(=O)([O-])OP(=O)(O)OP(=O)([O-])[O-]
gudac,InChIKey=BPMFZUMJYQTVII-UHFFFAOYSA-N,"InChI=1S/C3H7N3O2/c4-3(5)6-1-2(7)8/h1H2,(H,7,8)(H4,4,5,6)",C(=O)(CNC(=N)N)O
h,InChIKey=GPRLSGONYQIRFK-FTGQXOHASA-N,"InChI=1S/p+1/i/hH",[1H+]
h2o,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N,"InChI=1S/H2O/h1H2",O
h2o2,InChIKey=MHAJPDPJQMAIIY-UHFFFAOYSA-N,"InChI=1S/H2O2/c1-2/h1-2H",OO
hco3,InChIKey=BVKZGUZCCUSVTD-UHFFFAOYSA-M,"InChI=1S/CH2O3/c2-1(3)4/h(H2,2,3,4)/p-1",O=C(O)[O-]
hcys_L,InChIKey=FFFHZYDWPBMWHY-VKHMYHEASA-N,"InChI=1S/C4H9NO2S/c5-3(1-2-8)4(6)7/h3,8H,1-2,5H2,(H,6,7)/t3-/m0/s1",[C@H](CCS)(C(=O)O)N
hdca,InChIKey=IPCSVZSSVZVIGE-UHFFFAOYSA-M,"InChI=1S/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)/p-1",CCCCCCCCCCCCCCCC(=O)[O-]
his_L,InChIKey=HNDVDQJCIGZPNO-YFKPBYRVSA-N,"InChI=1S/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)/t5-/m0/s1",c1(C[C@H](N)C(=O)O)c[nH]cn1
hista,InChIKey=NTYJJOPFIAHURM-UHFFFAOYSA-O,"InChI=1S/C5H9N3/c6-2-1-5-3-7-4-8-5/h3-4H,1-2,6H2,(H,7,8)/p+1",C(C[NH3+])c1cnc[nH]1
hmgcoa,InChIKey=CABVTRNMFUVUDM-VRHQGPGLSA-I,"InChI=1S/C27H44N7O20P3S/c1-26(2,21(40)24(41)30-5-4-15(35)29-6-7-58-17(38)9-27(3,42)8-16(36)37)11-51-57(48,49)54-56(46,47)50-10-14-20(53-55(43,44)45)19(39)25(52-14)34-13-33-18-22(28)31-12-32-23(18)34/h12-14,19-21,25,39-40,42H,4-11H2,1-3H3,(H,29,35)(H,30,41)(H,36,37)(H,46,47)(H,48,49)(H2,28,31,32)(H2,43,44,45)/p-5/t14-,19-,20-,21+,25-,27+/m1/s1",CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@H](n2cnc3c(N)ncnc23)O1)O)OP(=O)([O-])[O-])[C@H](C(=NCCC(=NCCSC(=O)C[C@](C)(CC(=O)[O-])O)[O-])[O-])O
hom_L,InChIKey=UKAUYVFTDYCKQA-VKHMYHEASA-N,"InChI=1S/C4H9NO3/c5-3(1-2-6)4(7)8/h3,6H,1-2,5H2,(H,7,8)/t3-/m0/s1",C(CO)[C@@H](C(=O)O)N
hxcoa,InChIKey=OEXFMSFODMQEPE-HDRQGHTBSA-J,"InChI=1S/C27H46N7O17P3S/c1-4-5-6-7-18(36)55-11-10-29-17(35)8-9-30-25(39)22(38)27(2,3)13-48-54(45,46)51-53(43,44)47-12-16-21(50-52(40,41)42)20(37)26(49-16)34-15-33-19-23(28)31-14-32-24(19)34/h14-16,20-22,26,37-38H,4-13H2,1-3H3,(H,29,35)(H,30,39)(H,43,44)(H,45,46)(H2,28,31,32)(H2,40,41,42)/p-4/t16-,20-,21-,22+,26-/m1/s1",CCCCCC(=O)SCCN=C(CCN=C([C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@H](n2cnc3c(N)ncnc23)O1)O)OP(=O)([O-])[O-])O)[O-])[O-]
hyptaur,InChIKey=VVIUBCNYACGLLV-UHFFFAOYSA-N,"InChI=1S/C2H7NO2S/c3-1-2-6(4)5/h1-3H2,(H,4,5)",C(CN)S(=O)O
ibcoa,InChIKey=AEWHYWSPVRZHCT-NDZSKPAWSA-J,"InChI=1S/C25H42N7O17P3S/c1-13(2)24(37)53-8-7-27-15(33)5-6-28-22(36)19(35)25(3,4)10-46-52(43,44)49-51(41,42)45-9-14-18(48-50(38,39)40)17(34)23(47-14)32-12-31-16-20(26)29-11-30-21(16)32/h11-14,17-19,23,34-35H,5-10H2,1-4H3,(H,27,33)(H,28,36)(H,41,42)(H,43,44)(H2,26,29,30)(H2,38,39,40)/p-4/t14-,17-,18-,19+,23-/m1/s1",CC(C)C(=O)SCCN=C(CCN=C([C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@H](n2cnc3c(N)ncnc23)O1)O)OP(=O)([O-])[O-])O)[O-])[O-]
icit,InChIKey=ODBLHEXUDAPZAU-UHFFFAOYSA-K,"InChI=1S/C6H8O7/c7-3(8)1-2(5(10)11)4(9)6(12)13/h2,4,9H,1H2,(H,7,8)(H,10,11)(H,12,13)/p-3",C(C(C(C(=O)[O-])O)C(=O)[O-])C(=O)[O-]
ile_L,InChIKey=AGPKZVBTJJNPAG-WHFBIAKZSA-N,"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1",OC(=O)[C@@H](N)[C@H](CC)C
ileasp,InChIKey=WKXVAXOSIPTXEC-KVWYPCGYSA-M,"InChI=1S/C10H18N2O5/c1-3-5(2)8(11)9(15)12-6(10(16)17)4-7(13)14/h5-6,8H,3-4,11H2,1-2H3,(H,12,15)(H,13,14)(H,16,17)/p-1/t5?,6-,8+/m0/s1",CCC(C)[C@H](C(=N[C@@H](CC(=O)[O-])C(=O)O)O)N
ind56qn,InChIKey=IGGVVGHJSQSLFO-UHFFFAOYSA-N,"InChI=1S/C8H5NO2/c10-7-3-5-1-2-9-6(5)4-8(7)11/h1-4,9H",c1c[nH]c2=CC(=O)C(=O)C=c12
inost,InChIKey=CDAISMWEOUEBRE-GPIVLXJGSA-N,"InChI=1S/C6H12O6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-12H/t1-,2-,3-,4+,5-,6-",[C@@H]1([C@H]([C@H]([C@@H]([C@H]([C@@H]1O)O)O)O)O)O
itaccoa,InChIKey=NFVGYLGSSJPRKW-CITAKDKDSA-I,"InChI=1S/C26H40N7O19P3S/c1-13(25(39)40)8-16(35)56-7-6-28-15(34)4-5-29-23(38)20(37)26(2,3)10-49-55(46,47)52-54(44,45)48-9-14-19(51-53(41,42)43)18(36)24(50-14)33-12-32-17-21(27)30-11-31-22(17)33/h11-12,14,18-20,24,36-37H,1,4-10H2,2-3H3,(H,28,34)(H,29,38)(H,39,40)(H,44,45)(H,46,47)(H2,27,30,31)(H2,41,42,43)/p-5/t14-,18-,19-,20+,24-/m1/s1",C=C(CC(=O)SCCN=C(CCN=C([C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@H](n2cnc3c(N)ncnc23)O1)O)OP(=O)([O-])[O-])O)[O-])[O-])C(=O)[O-]
itacon,InChIKey=LVHBHZANLOWSRM-UHFFFAOYSA-L,"InChI=1S/C5H6O4/c1-3(5(8)9)2-4(6)7/h1-2H2,(H,6,7)(H,8,9)/p-2",C=C(CC(=O)[O-])C(=O)[O-]
k,InChIKey=NPYPAHLBTDXSSS-UHFFFAOYSA-N,"InChI=1S/K/q+1",[K+]
lac_L,InChIKey=JVTAAEKCZFNVCJ-REOHCLBHSA-M,"InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/p-1/t2-/m0/s1",C[C@@H](C(=O)[O-])O
leu_L,InChIKey=ROHFNLRQFUQHCH-YFKPBYRVSA-N,"InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m0/s1",OC(=O)[C@H](CC(C)C)N
leuasplys,InChIKey=MYGQXVYRZMKRDB-UTUOFQBUSA-N,"InChI=1S/C16H30N4O6/c1-9(2)7-10(18)14(23)20-12(8-13(21)22)15(24)19-11(16(25)26)5-3-4-6-17/h9-12H,3-8,17-18H2,1-2H3,(H,19,24)(H,20,23)(H,21,22)(H,25,26)/t10-,11-,12+/m1/s1",CC(C)C[C@H](C(=N[C@@H](CC(=O)O)C(=N[C@H](CCCCN)C(=O)O)O)O)N
leuleu,InChIKey=LCPYQJIKPJDLLB-UHFFFAOYSA-N,"InChI=1S/C12H24N2O3/c1-7(2)5-9(13)11(15)14-10(12(16)17)6-8(3)4/h7-10H,5-6,13H2,1-4H3,(H,14,15)(H,16,17)",CC(C)CC(C(=NC(CC(C)C)C(=O)O)O)N
leusertrp,InChIKey=HWMQRQIFVGEAPH-XIRDDKMYSA-M,"InChI=1S/C20H28N4O5/c1-11(2)7-14(21)18(26)24-17(10-25)19(27)23-16(20(28)29)8-12-9-22-15-6-4-3-5-13(12)15/h3-6,9,11,14,16-17,22,25H,7-8,10,21H2,1-2H3,(H,23,27)(H,24,26)(H,28,29)/p-1/t14-,16-,17-/m0/s1",CC(C)C[C@@H](C(=N[C@@H](CO)C(=N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)O)[O-])N
leuval,InChIKey=MDSUKZSLOATHMH-BDAKNGLRSA-N,"InChI=1S/C11H22N2O3/c1-6(2)5-8(12)10(14)13-9(7(3)4)11(15)16/h6-9H,5,12H2,1-4H3,(H,13,14)(H,15,16)/t8-,9+/m1/s1",CC(C)C[C@H](C(=N[C@@H](C(C)C)C(=O)O)O)N
lneldc,InChIKey=OYHQOLUKZRVURQ-AVQMFFATSA-M,"InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10H,2-5,8,11-17H2,1H3,(H,19,20)/p-1/b7-6+,10-9+",CCCCC/C=C/C/C=C/CCCCCCCC(=O)[O-]
